gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN4DWSH,Longitude,Latitude
0,"Pass larger juvenile trout, improve recruitment to Cameron Lake",2006,1,NA,Nanaimo F,NA,0,bc,9,NA,NA,NA,"DFO, BC MOE, BCCF",0,NA,0,0,0,"Pre-fabricated aluminum fishway and gate valve

GPS location may be incorrect",0,0,NA,0,NA,0,0,0,0,NA,NA,Pass juvenile trout,Little Qualicum river,NA,NA,3495ad2c-7e1e-4342-baaf-a62b521842bb,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3495ad2c-7e1e-4342-baaf-a62b521842bb,fishways,NA,NA,0,NA,NA,British Columbia,Unknown,Little Qualicum weir,NA,BC_165,08HB,-124.6581545,49.28961661
0,NA,0,0,NA,Comox Valley C (Puntledge - Black Creek),NA,1,bc,4,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,2,0,NA,NA,Facilitate upstream migration of salmonids,Puntledge River,NA,NA,73c6440e-0047-4273-831e-bbf84f82c5fe,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/73c6440e-0047-4273-831e-bbf84f82c5fe,fishways,NA,NA,1977,Surface,Midstream,British Columbia,Pool and weir with hole,Nib Falls 1,NA,BC_34,08HB,-125.0793575,49.67008876
0,NA,0,0,NA,Comox Valley C (Puntledge - Black Creek),NA,1,bc,4,Operates year round and is a permanent feature in the river.,NA,NA,NA,0,NA,0,0,0,This fishway consists of 2 sets of rock blasted fish stairs,0,0,NA,0,NA,0,0,0,0,NA,NA,Facilitate upstream migration of salmonids,Puntledge River,NA,NA,b39d06c8-c9b8-4cda-9987-894d9c9d416b,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b39d06c8-c9b8-4cda-9987-894d9c9d416b,fishways,NA,NA,1977,NA,Midstream,British Columbia,Pool and weir with hole,Nib Falls 2,NA,BC_34,08HB,-125.0779825,49.6708249
0,NA,0,0,NA,Comox Valley C (Puntledge - Black Creek),NA,2,bc,6,"Not currently functioning due to low water flows, tributary of the Puntledge River.",NA,NA,NA,0,NA,0,0,0,Constructed to allow fish to bypass the falls,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Brown's creek,NA,NA,9635d31f-d87e-4b7b-9440-3107e0ce6629,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9635d31f-d87e-4b7b-9440-3107e0ce6629,fishways,NA,NA,0,NA,Bank,British Columbia,Vertical slot,Brown's Falls,NA,BC_34,08HB,-125.0627325,49.6921499
0,NA,0,0,NA,Coldstream,NA,0,bc,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Coldstream Creek,NA,NA,6ba43779-8181-4e6f-9788-710069988c0f,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6ba43779-8181-4e6f-9788-710069988c0f,fishways,NA,NA,1995,NA,NA,British Columbia,Pool and weir,Coldstream Creek,NA,BC_161,08NM,-119.2351289,50.22285617
0,NA,0,0,NA,Comox Valley C (Puntledge - Black Creek),NA,1,bc,4,This fishway operates year round and is a permanent feature in the river.,NA,NA,NA,0,NA,0,0,0,The fishway consists of 3 sets of rock blasted fish stairs.,0,0,NA,0,NA,0,0,2,0,NA,NA,Facilitate upstream migration of salmonids,Puntledge River,NA,NA,1ce0aea2-fb1e-4683-b49b-75577a29fba2,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1ce0aea2-fb1e-4683-b49b-75577a29fba2,fishways,NA,NA,1977,Surface,Midstream,British Columbia,Pool and weir with hole,Stotan Falls 1,NA,BC_34,08HB,-125.0562602,49.68149157
0,NA,0,0,NA,Comox Valley C (Puntledge - Black Creek),NA,1,bc,4,This fishway operates year round and is a permanent feature in the river.,NA,NA,NA,0,NA,0,0,0,The fishway consists of 3 sets of rock blasted fish stairs.,0,0,NA,0,NA,0,0,2,0,NA,NA,Facilitate upstream migration of salmonids,Puntledge River,NA,NA,7fc62792-60b8-45b1-8526-489618e50304,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7fc62792-60b8-45b1-8526-489618e50304,fishways,NA,NA,1977,Surface,Midstream,British Columbia,Pool and weir with hole,Stotan Falls 2,NA,BC_34,08HB,-125.0543214,49.68201102
0,NA,0,0,NA,Alberni-Clayoquot B,"data counts, snorkelling counts",2,bc,6,NA,NA,NA,NA,149,NA,0,0,0,37 baffles,0,0,NA,0,NA,0,0,2,0,NA,NA,NA,Stamp River,NA,NA,e97f33e0-1ab8-4fa2-854e-27894ff159b0,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e97f33e0-1ab8-4fa2-854e-27894ff159b0,fishways,NA,NA,0,Surface,Bank,British Columbia,Vertical slot,Stamp Falls,NA,BC_2,08HB,-124.9181213,49.33223047
0,NA,0,0,Counts,Klehkoot 2,NA,2,bc,6,2009 observations 225-1480 Sockeye per day through the fishway,NA,NA,NA,49,NA,0,0,0,15 pools,0,0,NA,0,NA,0,0,2,0,NA,NA,NA,Sproat River,NA,NA,cf9cbfc2-6d4a-40ce-9c69-00dd2c6f71e6,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cf9cbfc2-6d4a-40ce-9c69-00dd2c6f71e6,fishways,NA,NA,0,Surface,Bank,British Columbia,Vertical slot,Sproat Lake Weir,NA,BC_2,08HB,-124.9027435,49.29039991
0,NA,0,0,NA,Alberni-Clayoquot A,NA,2,bc,3,Hatchery operation is largest in Canada,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,2,0,NA,NA,NA,Nitinat River,NA,NA,b85d3a45-4d80-4065-9260-221d2943da64,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b85d3a45-4d80-4065-9260-221d2943da64,fishways,NA,NA,0,Surface,Bank,British Columbia,Pool and weir,Nitinat River fishway,NA,BC_178,08HA,-124.6544461,48.85673326
0,NA,0,0,water gauge monitors flow,Cariboo J,NA,0,bc,3,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Puntzi Creek,NA,NA,98550b31-74e0-48ed-be2b-c727e30c8a68,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/98550b31-74e0-48ed-be2b-c727e30c8a68,fishways,NA,NA,0,NA,NA,British Columbia,Pool and weir,Puntzi Creek,NA,BC_219,08MB,-123.8377192,52.19100848
0,NA,0,0,NA,Halifax,NA,0,ns,9,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Cranberry Lake,NA,NA,d5cd6233-5d1c-49d5-ad04-e62839b57ae2,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d5cd6233-5d1c-49d5-ad04-e62839b57ae2,fishways,NA,NA,0,NA,NA,Nova Scotia,Unknown,NA,NA,NA,01DG,-63.499821,44.69245327
0,NA,0,0,NA,Penticton 1,NA,2,bc,3,"Operational during high flows unless blocked by debris

Fishway probably does not work, no fish were observed above the dam between 2000-2003 during spawning season",NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,2,0,NA,NA,to pass Kokanee upstream,Shingle Creek,NA,NA,0da99590-29d3-4d17-81a1-3ae5dbdec751,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0da99590-29d3-4d17-81a1-3ae5dbdec751,fishways,NA,NA,0,Surface,Bank,British Columbia,Pool and weir,Shingle Creek water intake dam,NA,BC_161,08NM,-119.6311148,49.4781533
0,"Improve attraction to fishway entrance, and improve intake into the fishway",1998,1,NA,Cache Creek,Telemetry Study on Steelhead migration through fishway,2,bc,6,"Natural barrier is 7m falls, part of the Bonaparte River watershed",NA,NA,NA,0,Habitat Conservation Trust Fund,0,1,0,NA,0,0,NA,1,NA,0,0,1,0,NA,NA,Allow migration past natural barrier of the falls,Cache Creek,NA,NA,49104293-ba2a-402e-9df4-b18019034ee1,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/49104293-ba2a-402e-9df4-b18019034ee1,fishways,NA,NA,1988,Bottom,Bank,British Columbia,Vertical slot,Cache Creek Falls,NA,BC_14,08LF,-121.3118015,50.79311429
0,NA,0,0,NA,Fraser Valley A,studied fish approach and passage,2,bc,6,NA,NA,NA,International Pacific Salmon Fisheries Commission,0,NA,0,0,0,NA,0,0,NA,1,NA,0,0,0,0,NA,NA,To help with upstream passage of salmonids,Fraser River,NA,NA,db48fa1e-484a-429a-a307-dd0f4502af68,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/db48fa1e-484a-429a-a307-dd0f4502af68,fishways,NA,NA,1947,NA,Bank,British Columbia,Vertical slot,Hell's Gate west bank fishway,NA,BC_55,08MF,-121.4504133,49.78168771
0,NA,0,0,NA,Fraser Valley A,studied fish approach and passage,2,bc,6,NA,NA,NA,International Pacific Salmon Fisheries Commission,130,NA,0,0,0,NA,0,0,NA,1,NA,0,0,0,0,NA,NA,To facilitate upstream passage of salmonids,Fraser River,NA,NA,b3715f3f-6276-47b3-8be5-8c40031f9a1f,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b3715f3f-6276-47b3-8be5-8c40031f9a1f,fishways,NA,NA,1947,NA,Bank,British Columbia,Vertical slot,Hell's Gate east bank fishway,NA,BC_55,08MF,-121.4491459,49.78139228
0,NA,0,0,NA,Cowichan Valley F,NA,0,bc,3,Near Cowichan River Hatchery,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Cowichan River,NA,NA,b8679878-253f-46f2-9d60-1b144a423cb2,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b8679878-253f-46f2-9d60-1b144a423cb2,fishways,NA,NA,0,NA,NA,British Columbia,Pool and weir,Skutz Falls fishway 2,NA,BC_36,08HA,-123.9550682,48.78338333
0,To allow for easier passage for fish,2002,1,NA,Colwood,NA,2,bc,4,Furthest upstream of 4 fishways on Millstream Creek,City of Langford,NA,NA,0,City of Langford,0,0,0,NA,0,0,NA,0,NA,0,0,2,0,NA,NA,restore a natural run of coho to the reac,Millstream River,NA,NA,d93cc713-c66b-4cef-9aed-747583980931,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d93cc713-c66b-4cef-9aed-747583980931,fishways,NA,NA,1998,Surface,Bank,British Columbia,Pool and weir with hole,Millstream Creek Fishway 1,NA,BC_243,08HA,-123.4765902,48.44660281
0,Upgrade the Fishway,2004,1,NA,Bowen Island,NA,2,bc,3,Post construction modification funded by the Pacific Salmon Foundation,Bowen Island Fish and Wildlife Club volunteers,NA,'Bowen Hands',0,Employment & Immigration Canada,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,novdec,NA,To pass returning Coho,Terminal Creek,NA,NA,59295468-2f42-4728-82e7-408cae36b0a1,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59295468-2f42-4728-82e7-408cae36b0a1,fishways,NA,NA,1986,NA,Bank,British Columbia,Pool and weir,Bridal Veil Falls fishway,NA,BC_73,08GB,-123.3391348,49.38391398
0,NA,0,0,NA,Maple Ridge,Trap and truck of adults in place,0,bc,2,NA,NA,NA,BC Hydro + North Fraser Salmon Assistance Project,0,NA,0,0,0,"Hand placed rocks and concrete, step height of 15-20cm",0,0,NA,1,NA,0,0,0,0,NA,NA,Improve access to base of existing culvert,Hennipen Creek @ South Alouette River,NA,NA,a50caaf7-bba9-487f-a1e0-f23ced0e1789,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a50caaf7-bba9-487f-a1e0-f23ced0e1789,fishways,NA,NA,2003,NA,NA,British Columbia,Nature-like fishway,Hennipen Creek rock ramp,NA,BC_103,08MHB,-122.5624125,49.23748906
8,NA,0,0,NA,Okanagan-Similkameen C,NA,2,bc,3,Operational as long as water levels are sufficient to allow fish passage to the fishway,NA,NA,"Ministry of Water, Land and Air Protection",46,NA,0,0,5,NA,0,0,NA,0,NA,0,0,2,0,NA,NA,Pass fish to spawning grounds,Vaseux Creek,NA,NA,3d25eb60-70c4-4b13-ab66-004ecb7b2b19,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3d25eb60-70c4-4b13-ab66-004ecb7b2b19,fishways,NA,NA,0,Surface,Bank,British Columbia,Pool and weir,Lower Vaseux Creek,NA,BC_161,08NM,-119.5225592,49.24706441
0,NA,0,0,NA,Cowichan Valley F,NA,0,bc,3,Near Cowichan River Hatchery,NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Cowichan River,NA,NA,c81719d2-e3b5-4a43-8e41-7efc6f4376e9,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c81719d2-e3b5-4a43-8e41-7efc6f4376e9,fishways,NA,NA,0,NA,NA,British Columbia,Pool and weir,Skutz Falls fishway 1,NA,BC_36,08HA,-123.953921,48.78326944
0,"remove colvert, install Bridge",2015,1,NA,Chilliwack,NA,0,bc,9,"Needs maintenance, @ 200th street, GPS and UTM coordinates are a best guess due to a lack of available information",NA,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,Anderson Creek,NA,NA,1ee4ecbd-4cc9-4985-898e-86483b79d4ee,NA,NA,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1ee4ecbd-4cc9-4985-898e-86483b79d4ee,fishways,NA,NA,0,NA,NA,British Columbia,Unknown,Anderson Creek,NA,BC_28,08MHB,-122.0685069,49.09653356
