useirrigat,downpassag,catchmenta,waterbodyn,reservoirn,reservoir1,operatingn,waterbody1,maintenanc,constructi,completele,use_supply,userecreat,usepolluti,use_other,usenavigat,useirriga1,useinvasiv,usefloodco,usesupplyc,useotherco,functionco,lakecontro,spillwayty,turbinetyp,dam_use,datasource,featuretyp,downpassa1,lakecontr1,municipali,functionna,operatings,cabd_id,passabilit,facilityna,facilityn1,uppassaget,provincete,passabili1,operating1,ownershipt,usefloodc1,damconditi,ownership1,provincet1,federalcom,provincial,assesssche,expectedli,maintenan1,spillwayca,reservoirp,reservoird,avgrateofd,size_class,degreeofre,length_m,hydropeaki,passabili2,generating,turbinenum,upstreamli,reservoira,storagecap,provincia1,construct1,useelectri,userecrea1,usenaviga1,usefishcod,usepollut1,useinvasi1,sizeclassc,height_m,construct2,owner,federalflo,comments,completel1,use_code,nhnwaters1,lastmodifi,removedyea,useanalysi,conditionc,use_fish,useelectr1,uppassage1,turbinety1,spillwayt1,damnameen,damnamefr,PRPWSHID,NHN4DWSH,Longitude,Latitude
0,0,0,NA,NA,NA,NA,Walton River,NA,9,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9cece934-631b-4031-85b2-f754db69d8b5,dams,NA,NA,East Hants,Unknown,Decommissioned/Removed,9cece934-631b-4031-85b2-f754db69d8b5,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,1989,NA,0,Non consumptive - wildlife conservation,2,10,Kennetcook,8/24/2022,0,0,0,NA,NA,NA,NA,NA,DU 6599 Walton River Project,NA,NA,01DF,-63.98644578,45.22111325
0,0,0,NA,NA,NA,NA,Chocolate Lake,NA,9,Unverified,NA,Main,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Recreation,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e7be62e6-8596-47b1-a7c3-191933c1cd52,dams,NA,NA,Halifax,Unknown,Decommissioned/Removed,e7be62e6-8596-47b1-a7c3-191933c1cd52,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,1,0,0,0,0,4,0,0,NA,0,Non consumptive - aquatic recreation enhancement,1,5,Sackville,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Chocolate Lake Dam,NA,NA,01EJ,-63.62025482,44.6383903
0,0,0,NA,NA,NA,NA,Burnetts Mill Brook,NA,9,Unverified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7ab95ad9-3e35-4b19-8c65-675fe0263192,dams,NA,NA,Halifax,Unknown,Decommissioned/Removed,7ab95ad9-3e35-4b19-8c65-675fe0263192,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,N/A,1,11,Musquodoboit,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Burnetts Mill Brook,NA,NA,01EK,-62.93128533,45.12295909
0,0,0,NA,NA,NA,NA,NA,NA,1,Minimal,Main,NA,NA,NA,NA,NA,NA,NA,1,0,13,0,0,0,Water supply,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6d136098-3ae1-4e3e-96e2-3b9b82650526,dams,NA,NA,"Division No.  8, Subd. A",Unknown,Decommissioned/Removed,6d136098-3ae1-4e3e-96e2-3b9b82650526,Passable,Wild Cove Water Supply,NA,0,nl,3,3,3,0,NA,Municipal,Newfoundland and Labrador,NA,NA,NA,0,NA,0,0,0,0,Small,0,0,0,NA,0,0,0,0,0,0,Arch,0,0,0,0,0,0,1,2,0,Local Service District Of Wild Cove,0,NA,2,3,Southern and Eastern White Bay,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Old Dam,NA,NA,02YG,-56.32652089,49.98665494
0,0,0,NA,NA,NA,NA,Unnamed Tributary Of Leamington Brook,NA,9,Unverified,Main,NA,NA,NA,NA,NA,NA,NA,1,0,13,0,0,0,Water supply,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59afc93e-85ad-4bc0-9c49-aa10ce365db0,dams,NA,NA,"Cumberland, Subd. B",Unknown,Decommissioned/Removed,59afc93e-85ad-4bc0-9c49-aa10ce365db0,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,Dam,1,3,Maccan,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Leamington Brook Little Dam,NA,NA,01DL,-64.03055118,45.564414
0,0,0,NA,NA,NA,NA,Unnamed Tributary Of Leamington Brook,NA,9,Unverified,Main,NA,NA,NA,NA,NA,NA,NA,1,0,13,0,0,0,Water supply,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/542a3312-f57a-4910-89da-44d0c77eae78,dams,NA,NA,"Cumberland, Subd. B",Unknown,Decommissioned/Removed,542a3312-f57a-4910-89da-44d0c77eae78,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,Dam,1,3,Maccan,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Leamington Brook Big Dam,NA,NA,01DL,-64.03232621,45.55976142
0,0,0,NA,NA,NA,NA,Second River,NA,9,Unverified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/4f055def-b662-4e73-901c-5870a093c676,dams,NA,NA,"Cumberland, Subd. B",Unknown,Decommissioned/Removed,4f055def-b662-4e73-901c-5870a093c676,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,N/A,1,11,Philip,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Cobequid Hatchery Dam,NA,NA,01DN,-63.83418184,45.58847498
0,0,0,NA,NA,NA,NA,Middle River Tributary,NA,9,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/af9cf62b-eaed-4ae9-ae39-ca0633f17bfc,dams,NA,NA,"Pictou, Subd. B",Unknown,Decommissioned/Removed,af9cf62b-eaed-4ae9-ae39-ca0633f17bfc,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,1985,NA,0,N/A,2,11,East and West River of Pictou,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Middle River Tributary,NA,NA,01DP,-62.76566199,45.587758
0,0,0,NA,NA,NA,NA,Unnamed Tributary To The Northumberland Strait,NA,9,Unverified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b18d1675-f544-4b41-8a1b-97ada2bd49cd,dams,NA,NA,"Inverness, Subd. B",Unknown,Decommissioned/Removed,b18d1675-f544-4b41-8a1b-97ada2bd49cd,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,Non consumptive - fire protection,1,10,Inhabitants,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Port Hood Mines Reservoir,NA,NA,01FA,-61.52694451,45.99439928
0,0,0,NA,NA,NA,NA,Cogmagun River,NA,9,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/711f640f-391a-4ed2-ae8f-90e0b15702b0,dams,NA,NA,West Hants,Unknown,Decommissioned/Removed,711f640f-391a-4ed2-ae8f-90e0b15702b0,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,1990,NA,0,Non consumptive - wildlife conservation,2,10,Kennetcook,8/24/2022,0,0,0,NA,NA,NA,NA,NA,DU 6665 Cogmagun Marsh Project,NA,NA,01DF,-64.13264123,45.07942033
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,NA,NA,NA,Main,NA,NA,NA,NA,0,1,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cfc34d26-6d4a-46cf-909f-760eb40d8b1a,dams,NA,NA,Conception Bay South,Unknown,Decommissioned/Removed,cfc34d26-6d4a-46cf-909f-760eb40d8b1a,Passable,Municipal Pool - Legion Road,NA,0,nl,3,3,3,0,NA,Municipal,Newfoundland and Labrador,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Gravity,0,0,0,0,0,0,4,0,0,Town Of Conception Bay South,0,NA,2,10,Conception Bay,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Municipal Pool - Legion Road,NA,NA,02ZL,-53.01207772,47.47773206
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,NA,NA,NA,Main,NA,NA,NA,NA,0,1,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c5e9af1d-8263-4a58-9f2d-807bf143baf8,dams,NA,NA,Conception Bay South,Unknown,Decommissioned/Removed,c5e9af1d-8263-4a58-9f2d-807bf143baf8,Passable,Kiwanis Pool - Conception Bay Highway,NA,0,nl,3,3,3,0,NA,Municipal,Newfoundland and Labrador,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Gravity,0,0,0,0,0,0,4,0,0,Town Of Conception Bay South,0,NA,2,10,Conception Bay,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Kiwanis Pool - Conception Bay Highway,NA,NA,02ZL,-53.02905595,47.49208139
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e57cbc82-c3fc-4809-9866-14ea3795f226,dams,NA,NA,Logy Bay-Middle Cove-Outer Cove,Unknown,Decommissioned/Removed,e57cbc82-c3fc-4809-9866-14ea3795f226,Passable,Former Red Cliff Radar Station,NA,0,nl,3,3,5,0,NA,Provincial/Territorial,Newfoundland and Labrador,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Gravity,0,0,0,0,0,0,4,0,0,Government Of Newfoundland And Labrador,0,NA,2,11,Eastern Coast Newfoundland,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Red Cliff Radar Station Dam,NA,NA,02ZM,-52.68743872,47.63847653
0,0,0,NA,NA,NA,NA,Hamilton Brook,NA,9,Unverified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/16df4dc4-0e42-4717-aef7-41b21d19cd66,dams,NA,NA,Halifax,Unknown,Decommissioned/Removed,16df4dc4-0e42-4717-aef7-41b21d19cd66,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,0,NA,0,N/A,1,11,Musquodoboit,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Hamilton Brook,NA,NA,01EK,-62.96519177,45.13083296
0,0,0,NA,NA,NA,NA,Little River Tributary,NA,9,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ecc5cebe-d3ec-4f01-8b67-933b96fca762,dams,NA,NA,Argyle,Unknown,Decommissioned/Removed,ecc5cebe-d3ec-4f01-8b67-933b96fca762,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,1987,NA,0,N/A,2,11,Tusket,8/24/2022,0,0,0,NA,NA,NA,NA,NA,DU6561 Comeau Hill Marsh,NA,NA,01EA,-66.04428886,43.76541878
0,0,0,NA,NA,NA,NA,NA,NA,9,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Other,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/95fb6a43-7c8a-43b7-a051-35d5e4bda434,dams,NA,NA,Queens,Unknown,Decommissioned/Removed,95fb6a43-7c8a-43b7-a051-35d5e4bda434,Passable,NA,NA,0,ns,3,3,7,0,NA,Unknown,Nova Scotia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Unknown,0,0,0,0,0,0,4,0,1987,NA,0,Non consumptive - historical,2,10,Medway,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Freeman Heritage Mill Dam,NA,NA,01EE,-64.84079187,44.27070661
0,0,0,NA,NA,NA,NA,NA,NA,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/f4539f5a-f671-4c8b-9bae-51964fb5bd01,dams,NA,NA,Stikine Region,Unknown,Decommissioned/Removed,f4539f5a-f671-4c8b-9bae-51964fb5bd01,Passable,NA,NA,0,bc,3,3,4,0,NA,Private,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Large,0,125,0,NA,0,0,0,0,0,0,Earth,0,0,0,0,0,0,3,30,1994,North American Metals Corp,0,NA,2,11,Inklin,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Fleece Creek Dam,NA,BC_182,08BA,-132.2980379,58.22582323
0,0,0,NA,NA,NA,NA,NA,NA,10,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ae8d3193-a41d-4611-b643-39bfcb1a5077,dams,NA,NA,Strathcona A,Unknown,Decommissioned/Removed,ae8d3193-a41d-4611-b643-39bfcb1a5077,Passable,NA,NA,0,bc,3,3,5,0,NA,Provincial/Territorial,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Medium,0,61,0,NA,0,0,0,0,0,0,Other,0,0,0,0,0,0,2,10.3,0,Bc Hydro & Power Authority,0,NA,2,11,East Central Vancouver Island,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Salmon River Diversion Dam,NA,BC_176,08HD,-125.6754116,50.09102917
0,0,0,NA,NA,NA,NA,NA,NA,4,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9ecad26a-8c9f-4f57-8338-8d575108d4c1,dams,NA,NA,Colwood,Unknown,Decommissioned/Removed,9ecad26a-8c9f-4f57-8338-8d575108d4c1,Passable,NA,NA,0,bc,3,3,4,0,NA,Private,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Small,0,20,0,NA,0,0,0,0,0,0,Gravity,0,0,0,0,0,0,1,3,0,Pacific Centre Family Services Assoc,0,NA,2,11,Southern Vancouver Island,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Bee Creek Dam,NA,BC_243,08HA,-123.4773149,48.42584699
0,0,0,NA,NA,NA,NA,NA,NA,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0531d4de-23ad-4de2-9c1a-e1ee18571652,dams,NA,NA,Thompson-Nicola M (Beautiful Nicola Valley - North),Unknown,Decommissioned/Removed,0531d4de-23ad-4de2-9c1a-e1ee18571652,Passable,NA,NA,0,bc,3,3,6,0,NA,Other,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Earth,0,0,0,0,0,0,4,0,0,Lower Nicola Indian Band,0,NA,2,11,Nicola,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Homer Lake Dam,NA,BC_62,08LG,-120.789692,50.23967898
0,0,0,NA,NA,NA,NA,Finney Lake,NA,3,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/9d9bbf10-9374-43c0-babf-658e03ed2a48,dams,NA,NA,Thompson-Nicola I (Blue Sky Country),Unknown,Decommissioned/Removed,9d9bbf10-9374-43c0-babf-658e03ed2a48,Passable,NA,NA,0,bc,3,3,5,0,NA,Provincial/Territorial,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Earth,0,0,0,0,0,0,4,0,0,Bc Hydro & Power Authority,0,NA,2,11,Thompson - Mouth,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Finney Lake Dam,NA,BC_14,08LF,-121.6410973,50.75375314
0,0,0,NA,NA,NA,NA,NA,NA,6,Minimal,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,Unknown,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a6c829f8-cbcd-497a-b18d-9beb62856b8e,dams,NA,NA,Wells,Unknown,Decommissioned/Removed,a6c829f8-cbcd-497a-b18d-9beb62856b8e,Passable,NA,NA,0,bc,3,3,7,0,NA,Unknown,British Columbia,NA,NA,NA,0,NA,0,0,0,0,Unknown,0,0,0,NA,0,0,0,0,0,0,Rock,0,0,0,0,0,0,4,0,0,No Dam Owner Or Licensee,0,NA,2,11,Willow - Bowron,8/24/2022,0,0,0,NA,NA,NA,NA,NA,Pinkerton Creek Dam,NA,BC_244,08KD,-121.6182098,53.04870243
